"","hour","x","lat","lon"
"206","2016-01-09 13:00:00",11,43.068021,-89.412087
"207","2016-01-09 14:00:00",8,43.068021,-89.412087
"208","2016-01-09 15:00:00",10,43.068021,-89.412087
"209","2016-01-09 16:00:00",11,43.068021,-89.412087
"210","2016-01-09 17:00:00",10,43.068021,-89.412087
"211","2016-01-09 18:00:00",5,43.068021,-89.412087
"212","2016-01-09 19:00:00",7,43.068021,-89.412087
"213","2016-01-09 20:00:00",0,43.068021,-89.412087
"214","2016-01-09 21:00:00",3,43.068021,-89.412087
"215","2016-01-09 22:00:00",1,43.068021,-89.412087
"216","2016-01-09 23:00:00",1,43.068021,-89.412087
"217","2016-01-10 00:00:00",0,43.068021,-89.412087
"218","2016-01-10 01:00:00",1,43.068021,-89.412087
"219","2016-01-10 02:00:00",0,43.068021,-89.412087
"220","2016-01-10 03:00:00",0,43.068021,-89.412087
"221","2016-01-10 04:00:00",0,43.068021,-89.412087
"222","2016-01-10 05:00:00",0,43.068021,-89.412087
"223","2016-01-10 06:00:00",1,43.068021,-89.412087
"224","2016-01-10 07:00:00",0,43.068021,-89.412087
"225","2016-01-10 08:00:00",0,43.068021,-89.412087
"226","2016-01-10 09:00:00",5,43.068021,-89.412087
"227","2016-01-10 10:00:00",1,43.068021,-89.412087
"228","2016-01-10 11:00:00",5,43.068021,-89.412087
"229","2016-01-10 12:00:00",5,43.068021,-89.412087
"230","2016-01-10 13:00:00",1,43.068021,-89.412087
"231","2016-01-10 14:00:00",5,43.068021,-89.412087
"232","2016-01-10 15:00:00",9,43.068021,-89.412087
"233","2016-01-10 16:00:00",6,43.068021,-89.412087
"234","2016-01-10 17:00:00",5,43.068021,-89.412087
"235","2016-01-10 18:00:00",4,43.068021,-89.412087
"236","2016-01-10 19:00:00",4,43.068021,-89.412087
"237","2016-01-10 20:00:00",3,43.068021,-89.412087
"238","2016-01-10 21:00:00",2,43.068021,-89.412087
"239","2016-01-10 22:00:00",0,43.068021,-89.412087
"240","2016-01-10 23:00:00",1,43.068021,-89.412087
"241","2016-01-11 00:00:00",0,43.068021,-89.412087
"242","2016-01-11 01:00:00",0,43.068021,-89.412087
"243","2016-01-11 02:00:00",1,43.068021,-89.412087
"244","2016-01-11 03:00:00",0,43.068021,-89.412087
"245","2016-01-11 04:00:00",1,43.068021,-89.412087
"246","2016-01-11 05:00:00",1,43.068021,-89.412087
"247","2016-01-11 06:00:00",18,43.068021,-89.412087
"248","2016-01-11 07:00:00",19,43.068021,-89.412087
"249","2016-01-11 08:00:00",21,43.068021,-89.412087
"250","2016-01-11 09:00:00",11,43.068021,-89.412087
"251","2016-01-11 10:00:00",4,43.068021,-89.412087
"252","2016-01-11 11:00:00",2,43.068021,-89.412087
"253","2016-01-11 12:00:00",6,43.068021,-89.412087
"254","2016-01-11 13:00:00",4,43.068021,-89.412087
"255","2016-01-11 14:00:00",4,43.068021,-89.412087
"256","2016-01-11 15:00:00",10,43.068021,-89.412087
"257","2016-01-11 16:00:00",22,43.068021,-89.412087
"258","2016-01-11 17:00:00",31,43.068021,-89.412087
"259","2016-01-11 18:00:00",15,43.068021,-89.412087
"260","2016-01-11 19:00:00",7,43.068021,-89.412087
"261","2016-01-11 20:00:00",2,43.068021,-89.412087
"262","2016-01-11 21:00:00",3,43.068021,-89.412087
"263","2016-01-11 22:00:00",1,43.068021,-89.412087
"264","2016-01-11 23:00:00",1,43.068021,-89.412087
"265","2016-01-12 00:00:00",2,43.068021,-89.412087
